Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1039524,-,-,-,26.01,-81.1,0,4,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
2011,1,1,0,30,17,0,0,0,0,15,0,0,0,0,88.22,113.2,0.13,1020.0,2.441,104.30000000000001,3.0
2011,1,1,1,30,17,0,0,0,0,14,0,0,0,0,87.59,126.33,0.13,1020.0,2.333,106.10000000000001,2.9000000000000004
2011,1,1,2,30,16,0,0,0,0,14,0,0,0,0,92.8,139.67000000000002,0.13,1020.0,2.233,109.0,2.8000000000000003
2011,1,1,3,30,16,0,0,0,1,14,0,0,0,0,92.23,153.12,0.13,1020.0,2.162,111.80000000000001,2.7
2011,1,1,4,30,16,0,0,0,0,14,0,0,0,0,91.63,166.55,0.13,1010.0,2.121,114.60000000000001,2.6
2011,1,1,5,30,16,0,0,0,0,14,0,0,0,0,91.44,176.97,0.13,1010.0,2.097,117.7,2.5
2011,1,1,6,30,16,0,0,0,0,14,0,0,0,0,91.36,165.53,0.13,1010.0,2.083,120.4,2.4000000000000004
2011,1,1,7,30,16,0,0,0,0,14,0,0,0,0,91.29,152.09,0.13,1010.0,2.072,121.5,2.3000000000000003
2011,1,1,8,30,16,0,0,0,1,14,0,0,0,0,91.3,138.64000000000001,0.13,1010.0,2.057,121.10000000000001,2.3000000000000003
2011,1,1,9,30,16,0,0,0,1,14,0,0,0,0,91.19,125.31,0.13,1010.0,2.035,120.30000000000001,2.3000000000000003
2011,1,1,10,30,16,0,0,0,1,14,0,0,0,0,90.96000000000001,112.2,0.13,1010.0,2.016,120.2,2.4000000000000004
2011,1,1,11,30,16,0,0,0,1,14,0,0,0,0,91.14,99.41,0.13,1010.0,2.013,121.4,2.6
