Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1060699,-,-,-,25.77,-80.18,0,0,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (285-385nm)
2009,1,1,0,30,22,0,0,0,0,15,0,0,0,0,66,113.87,0.101,1010,2.1350000000000002,314.8,3,0.0000,0.0000
2009,1,1,1,30,22,0,0,0,0,15,0,0,0,0,67.69,127.04,0.101,1010,2.195,312.90000000000003,3.1,0.0000,0.0000
2009,1,1,2,30,21,0,0,0,2,16,0,0,0,0,74.49,140.41,0.101,1010,2.24,312.40000000000003,3.7,0.0000,0.0000
2009,1,1,3,30,21,0,0,0,8,17,0,0,0,0,77.96000000000001,153.89000000000001,0.101,1010,2.2880000000000003,316.6,4.6000000000000005,0.0000,0.0000
2009,1,1,4,30,20,0,0,0,1,17,0,0,0,0,86.65,167.34,0.101,1010,2.323,325.1,5.4,0.0000,0.0000
2009,1,1,5,30,20,0,0,0,3,18,0,0,0,0,88.51,176.92000000000002,0.101,1010,2.313,335.40000000000003,5.7,0.0000,0.0000
2009,1,1,6,30,19,0,0,0,0,17,0,0,0,0,93.53,164.78,0.101,1010,2.253,344.40000000000003,5.6000000000000005,0.0000,0.0000
2009,1,1,7,30,19,0,0,0,0,17,0,0,0,0,91.12,151.3,0.101,1010,2.164,352.8,5.2,0.0000,0.0000
2009,1,1,8,30,19,0,0,0,0,17,0,0,0,0,88.37,137.83,0.101,1010,2.073,1.7000000000000002,4.800000000000001,0.0000,0.0000
2009,1,1,9,30,19,0,0,0,0,16,0,0,0,0,85.94,124.49000000000001,0.101,1010,1.994,10.600000000000001,4.6000000000000005,0.0000,0.0000
2009,1,1,10,30,20,0,0,0,0,16,0,0,0,0,79.35000000000001,111.37,0.101,1010,1.939,20.1,4.5,0.0000,0.0000
2009,1,1,11,30,20,0,0,0,1,16,0,0,0,0,78.54,98.58,0.101,1010,1.9120000000000001,30.5,4.6000000000000005,0.0000,0.0000
2009,1,1,12,30,20,25,198,38,0,16,25,198,0,38,78.22,86.3,0.101,1010,1.907,40.400000000000006,5,0.0000,0.0000
2009,1,1,13,30,21,70,580,223,3,16,104,110,0,133,74.65,74.78,0.101,1010,1.92,48.1,5.6000000000000005,6.5163,5.0097
2009,1,1,14,30,22,94,736,411,3,16,72,0,0,72,69.49,64.47,0.101,1020,1.956,53.800000000000004,6,3.8553,3.0021
2009,1,1,15,30,22,101,828,564,3,16,253,90,0,304,69.33,56.050000000000004,0.101,1020,2.013,58.1,6.2,17.1177,13.3953
2009,1,1,16,30,23,107,865,658,2,16,302,111,0,372,65.41,50.47,0.101,1020,2.073,60.7,6.300000000000001,21.4531,16.8210
2009,1,1,17,30,22,110,871,685,1,16,110,871,0,685,69.71000000000001,48.730000000000004,0.101,1010,2.129,61.800000000000004,6.2,39.7524,31.1842
2009,1,1,18,30,22,102,868,646,0,16,102,868,0,646,69.95,51.22,0.101,1010,2.179,62,6.2,37.1481,29.1205
2009,1,1,19,30,22,96,821,539,1,16,96,821,0,539,70.26,57.4,0.101,1010,2.222,62.400000000000006,6.300000000000001,30.1451,23.5756
2009,1,1,20,30,22,85,727,378,2,16,118,537,0,335,70.55,66.23,0.101,1010,2.259,62.7,6.4,17.7021,13.7641
2009,1,1,21,30,21,62,538,185,3,16,83,240,0,138,75.52,76.8,0.101,1010,2.283,62.6,6.5,6.6518,5.0950
2009,1,1,22,30,21,13,59,15,0,16,13,59,0,15,76.10000000000001,88.48,0.101,1020,2.294,63.6,6.6000000000000005,0.0000,0.0000
2009,1,1,23,30,21,0,0,0,3,16,0,0,0,0,76.49,100.88,0.101,1020,2.299,66.4,6.7,0.0000,0.0000
2009,1,2,0,30,21,0,0,0,3,16,0,0,0,0,76.69,113.74000000000001,0.101,1020,2.297,70,6.6000000000000005,0.0000,0.0000
2009,1,2,1,30,21,0,0,0,3,16,0,0,0,0,76.53,126.91,0.101,1020,2.2800000000000002,74,6.5,0.0000,0.0000
2009,1,2,2,30,21,0,0,0,3,16,0,0,0,0,76.14,140.28,0.101,1020,2.247,79.2,6.4,0.0000,0.0000
2009,1,2,3,30,21,0,0,0,3,16,0,0,0,0,75.58,153.77,0.101,1010,2.205,84.7,6.300000000000001,0.0000,0.0000
2009,1,2,4,30,21,0,0,0,3,16,0,0,0,0,79.68,167.21,0.101,1010,2.17,89,6.1000000000000005,0.0000,0.0000
2009,1,2,5,30,20,0,0,0,1,16,0,0,0,0,78.97,176.88,0.101,1010,2.154,92.4,5.800000000000001,0.0000,0.0000
2009,1,2,6,30,20,0,0,0,1,16,0,0,0,0,78.34,164.87,0.101,1010,2.152,96,5.4,0.0000,0.0000
2009,1,2,7,30,20,0,0,0,0,16,0,0,0,0,77.88,151.39000000000001,0.101,1010,2.154,99.7,5.1000000000000005,0.0000,0.0000
2009,1,2,8,30,20,0,0,0,1,15,0,0,0,0,77.62,137.92000000000002,0.101,1010,2.168,102.30000000000001,4.9,0.0000,0.0000
2009,1,2,9,30,20,0,0,0,0,15,0,0,0,0,77.48,124.57000000000001,0.101,1010,2.216,102.9,4.6000000000000005,0.0000,0.0000
2009,1,2,10,30,20,0,0,0,0,15,0,0,0,0,77.5,111.44,0.101,1010,2.294,101.10000000000001,4.3,0.0000,0.0000
2009,1,2,11,30,20,0,0,0,0,15,0,0,0,0,77.60000000000001,98.64,0.101,1020,2.383,101.30000000000001,4.2,0.0000,0.0000
2009,1,2,12,30,20,24,223,38,0,16,24,223,0,38,78.64,86.34,0.101,1020,2.477,104.10000000000001,4.2,0.0000,0.0000
2009,1,2,13,30,21,59,624,223,1,16,59,624,0,223,75.59,74.81,0.101,1020,2.577,105.80000000000001,4.1000000000000005,10.9229,8.3971
2009,1,2,14,30,22,76,778,412,1,16,76,778,0,412,70.89,64.48,0.101,1020,2.673,107.80000000000001,3.8000000000000003,22.0592,17.1775
2009,1,2,15,30,22,93,831,557,0,16,93,831,0,557,70.95,56.03,0.101,1020,2.751,108.5,3.3000000000000003,31.3668,24.5459
2009,1,2,16,30,22,98,868,651,2,16,297,91,0,355,70.28,50.410000000000004,0.101,1020,2.806,107.80000000000001,2.8000000000000003,20.4773,16.0562
2009,1,2,17,30,22,98,879,680,2,16,306,294,0,500,69.42,48.63,0.101,1010,2.853,106.10000000000001,2.4000000000000004,29.0264,22.7706
2009,1,2,18,30,22,108,837,634,1,15,108,837,0,634,68.46000000000001,51.1,0.101,1010,2.895,100.9,2,36.4750,28.5939
2009,1,2,19,30,22,100,794,530,0,15,100,794,0,530,67.65,57.26,0.101,1010,2.9170000000000003,88.9,1.9000000000000001,29.6632,23.2002
2009,1,2,20,30,22,87,705,373,0,15,87,705,0,373,67.44,66.09,0.101,1010,2.915,76.60000000000001,2.1,19.7316,15.3440
2009,1,2,21,30,22,64,516,183,0,15,64,516,0,183,72.86,76.66,0.101,1010,2.894,70.3,2.3000000000000003,8.8297,6.7649
2009,1,2,22,30,21,14,69,16,0,16,14,69,0,16,74.14,88.34,0.101,1010,2.871,70.9,2.5,0.0000,0.0000
2009,1,2,23,30,21,0,0,0,0,16,0,0,0,0,74.05,100.74000000000001,0.101,1010,2.85,72.10000000000001,2.7,0.0000,0.0000
2009,1,3,0,30,21,0,0,0,0,16,0,0,0,0,74.71000000000001,113.61,0.101,1010,2.823,76,3,0.0000,0.0000
2009,1,3,1,30,21,0,0,0,0,16,0,0,0,0,75.29,126.78,0.101,1010,2.7880000000000003,82.10000000000001,3.1,0.0000,0.0000
2009,1,3,2,30,21,0,0,0,0,16,0,0,0,0,75.7,140.16,0.101,1020,2.746,88.5,3.1,0.0000,0.0000
2009,1,3,3,30,21,0,0,0,0,16,0,0,0,0,75.48,153.64000000000001,0.101,1020,2.697,94.2,3.1,0.0000,0.0000
2009,1,3,4,30,21,0,0,0,0,16,0,0,0,0,75.06,167.09,0.101,1010,2.646,97.5,3.1,0.0000,0.0000
2009,1,3,5,30,21,0,0,0,0,16,0,0,0,0,74.82000000000001,176.83,0.101,1010,2.593,100.10000000000001,3.2,0.0000,0.0000
2009,1,3,6,30,21,0,0,0,0,16,0,0,0,0,74.61,164.95000000000002,0.101,1010,2.5380000000000003,102.10000000000001,3.3000000000000003,0.0000,0.0000
2009,1,3,7,30,21,0,0,0,0,16,0,0,0,0,74.2,151.47,0.101,1010,2.496,102.4,3.2,0.0000,0.0000
2009,1,3,8,30,21,0,0,0,0,16,0,0,0,0,73.59,138,0.101,1010,2.471,99.5,2.9000000000000004,0.0000,0.0000
2009,1,3,9,30,21,0,0,0,0,16,0,0,0,0,73.49,124.65,0.101,1010,2.456,95,2.7,0.0000,0.0000
2009,1,3,10,30,21,0,0,0,0,16,0,0,0,0,74.08,111.51,0.101,1010,2.434,94.5,2.6,0.0000,0.0000
2009,1,3,11,30,21,0,0,0,7,16,0,0,0,0,75.43,98.7,0.101,1020,2.407,91.30000000000001,2.8000000000000003,0.0000,0.0000
2009,1,3,12,30,21,24,215,37,0,16,24,215,0,37,77.13,86.39,0.101,1020,2.382,87.10000000000001,3.1,0.0000,0.0000
2009,1,3,13,30,21,62,613,223,0,17,62,613,0,223,80.36,74.84,0.101,1020,2.349,87.7,3.4000000000000004,10.9200,8.3945
2009,1,3,14,30,22,79,778,414,0,17,79,778,0,414,75.73,64.48,0.101,1020,2.308,90.30000000000001,3.7,22.1663,17.2609
2009,1,3,15,30,22,85,865,569,0,17,85,865,0,569,76.08,56,0.101,1020,2.2800000000000002,88.60000000000001,3.8000000000000003,32.0472,25.0787
2009,1,3,16,30,23,89,902,665,0,17,89,902,0,665,76.13,50.35,0.101,1020,2.2720000000000002,84.7,3.7,38.3676,30.0843
2009,1,3,17,30,23,90,912,695,1,17,90,912,0,695,71.82000000000001,48.53,0.101,1010,2.257,84,3.8000000000000003,40.3606,31.6629
2009,1,3,18,30,23,91,894,654,2,17,157,701,4,599,72.34,50.97,0.101,1010,2.237,83.9,4.2,34.4786,27.0300
2009,1,3,19,30,23,85,854,549,2,17,124,707,0,508,77.35000000000001,57.120000000000005,0.101,1010,2.237,84.4,4.3,28.4523,22.2546
2009,1,3,20,30,22,74,773,390,8,17,153,359,0,300,77.4,65.95,0.101,1010,2.259,79.60000000000001,4.3,15.8871,12.3560
2009,1,3,21,30,22,55,598,195,2,18,62,492,0,177,78.34,76.52,0.101,1010,2.308,79.5,4.3,8.5489,6.5515
2009,1,3,22,30,22,14,128,18,7,18,17,0,4,17,79.21000000000001,88.2,0.101,1010,2.3930000000000002,81.60000000000001,4.2,0.0000,0.0000
2009,1,3,23,30,22,0,0,0,7,18,0,0,0,0,84.9,100.61,0.101,1010,2.498,81.9,4.2,0.0000,0.0000
2009,1,4,0,30,21,0,0,0,7,18,0,0,0,0,85.99,113.48,0.101,1010,2.608,81.9,4.3,0.0000,0.0000
2009,1,4,1,30,21,0,0,0,7,18,0,0,0,0,87.11,126.66,0.101,1020,2.735,84,4.3,0.0000,0.0000
2009,1,4,2,30,21,0,0,0,3,18,0,0,0,0,88.14,140.03,0.101,1020,2.875,84.4,4.3,0.0000,0.0000
2009,1,4,3,30,21,0,0,0,7,19,0,0,0,0,89.25,153.52,0.101,1020,2.999,85.7,4.5,0.0000,0.0000
2009,1,4,4,30,21,0,0,0,7,19,0,0,0,0,90.10000000000001,166.96,0.101,1010,3.117,88.5,4.6000000000000005,0.0000,0.0000
2009,1,4,5,30,21,0,0,0,1,19,0,0,0,0,90.57000000000001,176.77,0.101,1010,3.253,92.2,4.6000000000000005,0.0000,0.0000
2009,1,4,6,30,21,0,0,0,3,19,0,0,0,0,90.7,165.02,0.101,1010,3.4,93.80000000000001,4.5,0.0000,0.0000
2009,1,4,7,30,21,0,0,0,1,19,0,0,0,0,90.60000000000001,151.55,0.101,1010,3.531,94.4,4.4,0.0000,0.0000
2009,1,4,8,30,21,0,0,0,1,19,0,0,0,0,90.43,138.08,0.101,1010,3.633,93.30000000000001,4.1000000000000005,0.0000,0.0000
2009,1,4,9,30,21,0,0,0,7,19,0,0,0,0,90.45,124.72,0.101,1010,3.7110000000000003,91.60000000000001,4,0.0000,0.0000
2009,1,4,10,30,21,0,0,0,3,19,0,0,0,0,90.77,111.57000000000001,0.101,1010,3.7680000000000002,89.5,4,0.0000,0.0000
2009,1,4,11,30,21,0,0,0,1,19,0,0,0,0,91.31,98.75,0.101,1010,3.8040000000000003,89.2,4,0.0000,0.0000
2009,1,4,12,30,22,24,163,34,0,19,24,163,0,34,86.84,86.42,0.101,1020,3.849,92.80000000000001,4,0.0000,0.0000
2009,1,4,13,30,23,66,555,211,0,19,66,555,0,211,88.42,74.86,0.101,1020,3.911,95.4,4,10.3306,7.9411
2009,1,4,14,30,23,86,717,395,2,20,188,161,0,257,83.96000000000001,64.48,0.101,1020,3.974,99.10000000000001,4,13.7602,10.7151
2009,1,4,15,30,23,94,805,545,1,20,94,805,0,545,84.94,55.96,0.101,1020,4.034,102.80000000000001,3.9000000000000004,30.7014,24.0260
2009,1,4,16,30,23,102,835,637,3,20,246,22,0,260,85.33,50.27,0.101,1020,4.07,105.2,3.7,15.0053,11.7661
2009,1,4,17,30,23,107,839,664,1,20,107,839,0,664,85.28,48.42,0.101,1010,4.09,106.30000000000001,3.6,38.5748,30.2629
2009,1,4,18,30,23,115,800,621,2,20,298,176,4,409,85.18,50.84,0.101,1010,4.109,104.7,3.6,23.5539,18.4661
