Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,149672,-,-,-,40.05,-105.54,0,3121,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (285-385nm)
2017,1,1,0,30,-8,0,0,0,4,-9,0,0,0,0,79.29,98.18,0.105,690,0.262,273.90000000000003,1.1,N/A,N/A
2017,1,1,1,30,-9,0,0,0,4,-9,0,0,0,0,80.36,109.03,0.105,690,0.257,271.90000000000003,1.4000000000000001,N/A,N/A
2017,1,1,2,30,-9,0,0,0,4,-10,0,0,0,0,76.06,120.32000000000001,0.105,690,0.247,269.1,1.8,N/A,N/A
2017,1,1,3,30,-10,0,0,0,4,-11,0,0,0,0,78.07000000000001,131.78,0.105,690,0.23900000000000002,267,2,N/A,N/A
2017,1,1,4,30,-10,0,0,0,4,-11,0,0,0,0,74.28,143.08,0.105,690,0.23500000000000001,267.5,2,N/A,N/A
2017,1,1,5,30,-10,0,0,0,4,-12,0,0,0,0,70.51,153.55,0.105,690,0.23600000000000002,269.3,2,N/A,N/A
2017,1,1,6,30,-11,0,0,0,4,-13,0,0,0,0,72.41,161.33,0.105,690,0.23800000000000002,269.3,2.1,N/A,N/A
2017,1,1,7,30,-11,0,0,0,1,-13,0,0,0,0,69.54,162.17000000000002,0.105,690,0.23900000000000002,269.2,2.2,N/A,N/A
2017,1,1,8,30,-11,0,0,0,1,-13,0,0,0,0,73.03,155.34,0.105,690,0.23800000000000002,270,2.3000000000000003,N/A,N/A
2017,1,1,9,30,-12,0,0,0,4,-14,0,0,0,0,71.57000000000001,145.17000000000002,0.105,690,0.23700000000000002,271,2.3000000000000003,N/A,N/A
