Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,149672,-,-,-,40.05,-105.54,0,3121,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (285-385nm)
2011,1,1,0,30,-24,0,0,0,7,-28,0,0,0,0,54.5,98.25,0.866,690,0.106,274.40000000000003,2.8000000000000003,N/A,N/A
2011,1,1,1,30,-25,0,0,0,7,-29,0,0,0,0,56.58,109.10000000000001,0.866,690,0.109,271.8,2.9000000000000004,N/A,N/A
2011,1,1,2,30,-25,0,0,0,7,-29,0,0,0,0,54.620000000000005,120.39,0.866,690,0.113,270.5,3,N/A,N/A
2011,1,1,3,30,-25,0,0,0,7,-29,0,0,0,0,54.6,131.85,0.866,690,0.117,270.5,3.1,N/A,N/A
2011,1,1,4,30,-24,0,0,0,8,-29,0,0,0,0,52.06,143.15,0.866,690,0.11800000000000001,271.90000000000003,3.2,N/A,N/A
2011,1,1,5,30,-24,0,0,0,7,-28,0,0,0,0,53.51,153.63,0.866,690,0.11800000000000001,272.40000000000003,3.2,N/A,N/A
2011,1,1,6,30,-24,0,0,0,7,-28,0,0,0,0,54.26,161.39000000000001,0.866,690,0.11800000000000001,271.7,3.3000000000000003,N/A,N/A
2011,1,1,7,30,-24,0,0,0,7,-28,0,0,0,0,55.68,162.20000000000002,0.866,690,0.121,271.7,3.4000000000000004,N/A,N/A
2011,1,1,8,30,-23,0,0,0,7,-28,0,0,0,0,53,155.34,0.866,690,0.125,272,3.5,N/A,N/A
2011,1,1,9,30,-23,0,0,0,7,-27,0,0,0,0,54.92,145.15,0.866,690,0.129,272.3,3.5,N/A,N/A
2011,1,1,10,30,-23,0,0,0,8,-27,0,0,0,0,56.43,133.93,0.866,690,0.132,271.40000000000003,3.6,N/A,N/A
2011,1,1,11,30,-23,0,0,0,1,-27,0,0,0,0,57.230000000000004,122.47,0.866,690,0.135,270.90000000000003,3.7,N/A,N/A
2011,1,1,12,30,-23,0,0,0,8,-27,0,0,0,0,57.92,111.13,0.866,690,0.137,269.7,3.7,N/A,N/A
2011,1,1,13,30,-23,0,0,0,8,-26,0,0,0,0,59.03,100.17,0.866,690,0.137,269.1,3.7,N/A,N/A
2011,1,1,14,30,-22,0,0,0,8,-26,0,0,0,0,55.160000000000004,89.87,0.866,690,0.136,268.6,3.8000000000000003,N/A,N/A
2011,1,1,15,30,-21,38,746,160,7,-26,37,579,0,132,52.83,80.57000000000001,0.866,690,0.134,269.2,4,N/A,N/A
2011,1,1,16,30,-20,55,916,327,7,-25,25,0,0,25,52,72.72,0.866,690,0.132,270.5,4.1000000000000005,N/A,N/A
2011,1,1,17,30,-19,64,990,453,7,-24,174,297,0,290,50.68,66.86,0.866,690,0.129,271.40000000000003,4.1000000000000005,N/A,N/A
2011,1,1,18,30,-18,68,1021,523,7,-24,169,20,0,178,49.300000000000004,63.58,0.866,690,0.124,272.7,4,N/A,N/A
2011,1,1,19,30,-18,69,1025,530,7,-23,61,0,0,61,52.14,63.28,0.866,690,0.11900000000000001,274,3.9000000000000004,N/A,N/A
2011,1,1,20,30,-18,65,1002,472,7,-23,33,0,0,33,53.77,66.01,0.866,690,0.116,274.3,3.8000000000000003,N/A,N/A
2011,1,1,21,30,-18,55,946,357,7,-23,142,133,0,184,54.49,71.41,0.866,690,0.117,272.8,3.7,N/A,N/A
2011,1,1,22,30,-18,41,808,196,8,-23,43,607,0,160,54.620000000000005,78.93,0.866,690,0.122,271.3,3.5,N/A,N/A
2011,1,1,23,30,-19,15,396,29,8,-23,29,0,4,29,58.52,87.98,0.866,700,0.121,270.90000000000003,3.4000000000000004,N/A,N/A
2011,1,2,0,30,-19,0,0,0,8,-23,0,0,0,0,58.38,98.12,0.866,700,0.113,271.2,3.6,N/A,N/A
2011,1,2,1,30,-19,0,0,0,8,-23,0,0,0,0,59.21,108.97,0.866,700,0.10400000000000001,272.3,3.8000000000000003,N/A,N/A
2011,1,2,2,30,-19,0,0,0,8,-23,0,0,0,0,59.39,120.25,0.866,700,0.096,272.1,4,N/A,N/A
2011,1,2,3,30,-19,0,0,0,1,-23,0,0,0,0,58.68,131.71,0.866,700,0.098,272,4.2,N/A,N/A
2011,1,2,4,30,-20,0,0,0,1,-23,0,0,0,0,62.09,143.02,0.866,700,0.117,271.5,4.5,N/A,N/A
2011,1,2,5,30,-20,0,0,0,1,-23,0,0,0,0,60.54,153.49,0.866,700,0.14100000000000001,270.6,4.6000000000000005,N/A,N/A
2011,1,2,6,30,-20,0,0,0,1,-24,0,0,0,0,59.19,161.27,0.866,700,0.16,268.90000000000003,4.7,N/A,N/A
2011,1,2,7,30,-20,0,0,0,8,-24,0,0,0,0,59,162.14000000000001,0.866,700,0.17300000000000001,266.90000000000003,4.7,N/A,N/A
2011,1,2,8,30,-19,0,0,0,8,-23,0,0,0,0,54.980000000000004,155.35,0.866,700,0.18,265.3,4.6000000000000005,N/A,N/A
2011,1,2,9,30,-18,0,0,0,8,-23,0,0,0,0,52.35,145.19,0.866,700,0.181,263.7,4.5,N/A,N/A
2011,1,2,10,30,-18,0,0,0,7,-23,0,0,0,0,54.64,133.98,0.866,700,0.177,263.90000000000003,4.5,N/A,N/A
2011,1,2,11,30,-18,0,0,0,7,-22,0,0,0,0,56.85,122.51,0.866,700,0.167,264.8,4.6000000000000005,N/A,N/A
2011,1,2,12,30,-17,0,0,0,7,-22,0,0,0,0,53.64,111.16,0.866,700,0.156,264.5,4.7,N/A,N/A
2011,1,2,13,30,-17,0,0,0,7,-22,0,0,0,0,54.49,100.2,0.866,700,0.145,263.8,4.6000000000000005,N/A,N/A
2011,1,2,14,30,-16,0,0,0,6,-21,0,0,0,0,51.36,89.88,0.866,700,0.135,263.6,4.5,N/A,N/A
2011,1,2,15,30,-15,34,795,164,6,-20,64,128,0,85,51.97,80.57000000000001,0.866,700,0.13,263.7,4.3,N/A,N/A
2011,1,2,16,30,-13,48,948,330,7,-19,45,814,0,287,51.660000000000004,72.7,0.866,700,0.129,263.90000000000003,4.1000000000000005,N/A,N/A
2011,1,2,17,30,-11,57,1013,456,7,-17,67,826,0,392,50.78,66.82000000000001,0.866,700,0.131,264.90000000000003,3.9000000000000004,N/A,N/A
2011,1,2,18,30,-9,61,1039,525,0,-16,61,1039,0,525,48.5,63.5,0.866,700,0.138,267,3.7,N/A,N/A
2011,1,2,19,30,-9,61,1039,530,0,-15,61,1039,0,530,52.86,63.18,0.866,700,0.155,268.5,3.4000000000000004,N/A,N/A
2011,1,2,20,30,-9,57,1012,471,0,-14,57,1012,0,471,56.18,65.89,0.866,700,0.182,268,3.2,N/A,N/A
2011,1,2,21,30,-9,50,952,355,1,-13,50,952,0,355,58.660000000000004,71.28,0.866,700,0.20600000000000002,266.2,2.9000000000000004,N/A,N/A
2011,1,2,22,30,-10,38,814,197,4,-13,77,185,0,113,64.43,78.79,0.866,700,0.217,264.7,2.4000000000000004,N/A,N/A
2011,1,2,23,30,-11,15,410,30,8,-14,17,0,4,17,65.59,87.84,0.866,700,0.224,262.2,2.1,N/A,N/A
2011,1,3,0,30,-12,0,0,0,1,-14,0,0,0,0,67.64,97.98,0.866,700,0.23800000000000002,260.40000000000003,2.1,N/A,N/A
2011,1,3,1,30,-12,0,0,0,4,-15,0,0,0,0,66.19,108.83,0.866,700,0.259,258,2,N/A,N/A
2011,1,3,2,30,-13,0,0,0,4,-15,0,0,0,0,70.65,120.11,0.866,700,0.28200000000000003,255.60000000000002,1.8,N/A,N/A
2011,1,3,3,30,-13,0,0,0,8,-15,0,0,0,0,70.18,131.58,0.866,700,0.304,255.70000000000002,1.7000000000000002,N/A,N/A
2011,1,3,4,30,-13,0,0,0,8,-15,0,0,0,0,70.09,142.87,0.866,700,0.319,256.90000000000003,1.5,N/A,N/A
2011,1,3,5,30,-13,0,0,0,8,-15,0,0,0,0,70.44,153.35,0.866,700,0.326,255.60000000000002,1.3,N/A,N/A
2011,1,3,6,30,-13,0,0,0,8,-15,0,0,0,0,71.98,161.15,0.866,700,0.331,254.70000000000002,1.3,N/A,N/A
2011,1,3,7,30,-13,0,0,0,8,-14,0,0,0,0,73.97,162.08,0.866,700,0.334,255.60000000000002,1.5,N/A,N/A
2011,1,3,8,30,-13,0,0,0,7,-14,0,0,0,0,75.39,155.35,0.866,700,0.331,257,1.6,N/A,N/A
2011,1,3,9,30,-13,0,0,0,8,-14,0,0,0,0,75.53,145.21,0.866,700,0.317,258.90000000000003,1.7000000000000002,N/A,N/A
2011,1,3,10,30,-13,0,0,0,8,-14,0,0,0,0,74.84,134.01,0.866,700,0.293,262,1.9000000000000001,N/A,N/A
2011,1,3,11,30,-13,0,0,0,8,-14,0,0,0,0,73.88,122.55,0.866,700,0.259,264.6,2,N/A,N/A
2011,1,3,12,30,-13,0,0,0,8,-14,0,0,0,0,72.74,111.19,0.866,700,0.221,266,2,N/A,N/A
2011,1,3,13,30,-13,0,0,0,4,-15,0,0,0,0,71.27,100.22,0.866,700,0.198,267.3,1.8,N/A,N/A
