Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,238776,-,-,-,47.41,-117.5,0,716,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
2016,1,1,0,30,-11,0,0,0,0,-12,0,0,0,0,90.95,93.87,0.866,940.0,0.387,35.7,1.2000000000000002
2016,1,1,1,30,-12,0,0,0,0,-13,0,0,0,0,91.28,103.03,0.866,940.0,0.395,40.0,1.4000000000000001
2016,1,1,2,30,-13,0,0,0,0,-13,0,0,0,0,94.47,112.83,0.866,940.0,0.401,45.5,1.4000000000000001
2016,1,1,3,30,-13,0,0,0,0,-14,0,0,0,0,90.83,122.93,0.866,940.0,0.402,52.1,1.5
2016,1,1,4,30,-14,0,0,0,0,-14,0,0,0,0,94.08,132.98,0.866,940.0,0.399,60.900000000000006,1.6
2016,1,1,5,30,-15,0,0,0,1,-15,0,0,0,0,96.69,142.49,0.866,940.0,0.394,70.8,1.6
2016,1,1,6,30,-15,0,0,0,0,-16,0,0,0,0,89.31,150.49,0.866,940.0,0.388,78.5,1.5
2016,1,1,7,30,-15,0,0,0,1,-16,0,0,0,0,85.54,155.18,0.866,940.0,0.379,82.10000000000001,1.3
2016,1,1,8,30,-15,0,0,0,1,-16,0,0,0,0,87.72,154.53,0.866,940.0,0.371,83.60000000000001,1.3
2016,1,1,9,30,-15,0,0,0,0,-16,0,0,0,0,86.79,148.89000000000001,0.866,940.0,0.365,83.5,1.2000000000000002
2016,1,1,10,30,-15,0,0,0,1,-17,0,0,0,0,82.37,140.42000000000002,0.866,940.0,0.359,83.4,1.2000000000000002
